央视频道,#genre#
广州新闻频道,http://tencentplay.gztv.com/live/xinwen.m3u8?txSecret=d2c2db0b598c02ec1b5623728434d367&txTime=18d57929bd3
广州法治频道,http://tencentplay.gztv.com/live/fazhi.m3u8?txSecret=3e84cd8eba844b5dc2150612295c7a52&txTime=18d578f4493
广州影视频道,http://tencentplay.gztv.com/live/yingshi.m3u8?txSecret=1bd3a1082ab5b89f48c1bff9a3760da4&txTime=18d57929bd4
东莞生活资讯,https://stream.sun0769.com/dgrtv1/mp4tv2_800/index.m3u8
广州竞赛,https://tencentplay.gztv.com/live/jingsai.m3u8?txSecret=a4d04c27d0d1d8b7efef2ed7ff1c3eae&txTime=191b60cc9ca
韶关综合,https://www.sgmsw.cn/videos/tv/201805/1308/SB05RIYZOU8JR418AUQOF62CAJQ08D0E/hls/live.m3u8
韶关综合,https://www.sgmsw.cn/videos/tv/201805/1308/SB05RIYZOU8JR418AUQOF62CAJQ08D0E/hls/live.m3u8?zguangd
深圳都市,http://36.36.200.196:44330/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0
深圳电视剧,http://36.36.200.196:44330/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0

香港地区,#genre#
//新闻系列
凤凰中文,http://38.12.28.29/凤凰卫视.php?id=cn
凤凰资讯,http://38.12.28.29/凤凰卫视.php?id=info
凤凰香港,http://38.12.28.29/凤凰卫视.php?id=hk
重温经典,
Now新闻,https://cdn.163189.xyz/163189/now
Now新闻,
Now新闻,
无线新闻台,https://my5353.com/9016
无线新闻台,
无线新闻台,
有线新闻台,
有线新闻台,http://iptv.4666888.xyz/iptv2A.php?id=31
TVB翡翠台,https://my5353.com/9015
TVB翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct2
TVB翡翠台,http://iptv.4666888.xyz/iptv2A.php?id=34
HOY77,http://iptv.4666888.xyz/iptv2A.php?id=35
Now星影台,
Now爆谷台,
东森电影台,
東森电影台,http://iptv.4666888.xyz/iptv2A.php?id=48
美亚电影台,
美亚电影台,http://iptv.4666888.xyz/iptv2A.php?id=30
重温经典,http://8.138.7.223/tv/cwjd.php
重温经典,http://php.jdshipin.com:8880/TVOD/iptv.php?id=cwjd

电影轮播,#genre#
1905国内,http://115.190.194.179:82/1905.php?id=1905a
1905国外,http://115.190.194.179:82/1905.php?id=1905b
CHC动作电影,http://go.bkpcp.top/mg/dzdy
CHC影迷电影,http://go.bkpcp.top/mg/ymdy
CHC家庭影院,http://go.bkpcp.top/mg/jtyy

电视剧集,#genre#
经典连播,http://156.238.251.141:82/lunbo/douyu.php?id=4290711
剧集连播,http://156.238.251.141:82/lunbo/douyu.php?id=2793084
金庸连播,http://zzy789.xyz/douyu1.php?id=9285904
鹊刀门传奇,http://115.190.194.179:82/huya.php?id=11352963
乡村爱情,http://115.190.194.179:82/huya.php?id=30080255
忽必烈传奇,http://115.190.194.179:82/huya.php?id=30344039
睡在我上铺的兄弟,http://115.190.194.179:82/huya.php?id=30307331
北宋风云,http://115.190.194.179:82/huya.php?id=21059631
老家门口唱大戏,http://115.190.194.179:82/huya.php?id=30439802
封神英雄,http://115.190.194.179:82/huya.php?id=26355865
陆贞传奇,http://115.190.194.179:82/huya.php?id=29982670
山海情,http://115.190.194.179:82/huya.php?id=23865152
十大奇冤,http://115.190.194.179:82/huya.php?id=11352899
鬼吹灯之龙岭迷窟,http://156.238.251.141:82/lunbo/douyu.php?id=5635000
金婚,http://47.95.13.67:35455/yy/1382828768
和平饭店,http://zzy789.xyz/douyu1.php?id=9650782
民兵葛二蛋,http://156.238.251.141:82/lunbo/douyu.php?id=508118
危情实录,http://zzy789.xyz/douyu1.php?id=922564
巾帼枭雄之义海豪情,http://47.95.13.67:35455/yy/1382736859
飞虎之潜行极战,http://47.95.13.67:35455/yy/1354932420
燕双鹰,http://zzy789.xyz/douyu1.php?id=3439096
燕双鹰,http://156.238.251.141:82/lunbo/douyu.php?id=11931032
炊事班的故事3,http://zzy789.xyz/douyu1.php?id=319576
龙门镖局,http://zzy789.xyz/douyu1.php?id=10297898
龙门镖局,http://zzy789.xyz/douyu1.php?id=10329713
鹊刀门传奇,http://47.95.13.67:35455/yy/1461033197
雍正王朝,http://zzy789.xyz/douyu1.php?id=6911044
康熙微服私访记,http://156.238.251.141:82/lunbo/douyu.php?id=1006179
宫心计,http://47.95.13.67:35455/yy/1354933540
庆余年,http://zzy789.xyz/douyu1.php?id=7812810
宝莲灯前传,http://47.95.13.67:35455/yy/1354931631
封神榜,http://zzy789.xyz/douyu1.php?id=1377142
西游记续集,http://156.238.251.141:82/lunbo/douyu.php?id=3113309
神探狄仁杰,http://zzy789.xyz/douyu1.php?id=5875025
橙记港剧,http://huanqiuzhibo.cn/manifest/douyu.php?id=4549169
雍正康熙帝王故事,http://zzy789.xyz/douyu1.php?id=4808115
爱情公寓,http://zzy789.xyz/douyu1.php?id=7495810
好剧看不停,http://zzy789.xyz/douyu1.php?id=9388938
开心锤锤,http://zzy789.xyz/douyu1.php?id=9018297
悬疑短剧剧场,http://zzy789.xyz/douyu1.php?id=9297412
爱笑会议室,http://zzy789.xyz/douyu1.php?id=9375430
龙视欢乐英雄转,http://zzy789.xy
